Species_DBs	Strain_DBs	Origin DB	Taxonomy ID	Species abb.	Assembly Accession Genbank	FTP path genbank	Assembly Accession RefSeq	FTP path refseq	TaxID refseq	Organism Name Refseq	Infraspecific Name Refseq	version_status_refseq	assembly_level_refseq	seq_rel_date_refseq	Partition	Protein Count	PathoPhenotype
Bifidobacterium longum	AM42-13AT	Patric (microbiome)	216816.0	B. longum	GCA_003468005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/005/GCA_003468005.1_ASM346800v1	GCF_003468005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/005/GCF_003468005.1_ASM346800v1	216816	Bifidobacterium longum	strain=AM42-13AT	latest	Scaffold	2018/09/06	4	1796	No Pathogenic
Holdemanella biformis	AM42-13AC	Patric (microbiome)	1735.0	H. biformis	GCA_003468025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/025/GCA_003468025.1_ASM346802v1	GCF_003468025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/025/GCF_003468025.1_ASM346802v1	1735	Holdemanella biformis	strain=AM42-13AC	latest	Scaffold	2018/09/06	1	2564	No Pathogenic
Collinsella sp. AM41-2BH	AM41-2BH	Patric (microbiome)	2292320.0	Collinsella sp. AM41-2BH	GCA_003468085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/085/GCA_003468085.1_ASM346808v1	GCF_003468085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/085/GCF_003468085.1_ASM346808v1	2292320	Collinsella sp. AM41-2BH	strain=AM41-2BH	latest	Scaffold	2018/09/06	2	2030	No Pathogenic
Collinsella sp. AM40-7AC	AM40-7AC	Patric (microbiome)	2292319.0	Collinsella sp. AM40-7AC	GCA_003468125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/125/GCA_003468125.1_ASM346812v1	GCF_003468125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/125/GCF_003468125.1_ASM346812v1	2292319	Collinsella sp. AM40-7AC	strain=AM40-7AC	latest	Scaffold	2018/09/06	2	2003	No Pathogenic
[Clostridium] symbiosum	AM39-1BH	Patric (microbiome)	1512.0	[. symbiosum	GCA_003468225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/225/GCA_003468225.1_ASM346822v1	GCF_003468225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/225/GCF_003468225.1_ASM346822v1	1512	[Clostridium] symbiosum	strain=AM39-1BH	latest	Scaffold	2018/09/06	4	4138	No Pathogenic
Hungatella hathewayi	AM39-16AC	Patric (microbiome)	154046.0	H. hathewayi	GCA_003468235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/235/GCA_003468235.1_ASM346823v1	GCF_003468235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/235/GCF_003468235.1_ASM346823v1	154046	Hungatella hathewayi	strain=AM39-16AC	latest	Scaffold	2018/09/06	2	6393	No Pathogenic
Bifidobacterium longum	AM39-10AC	Patric (microbiome)	216816.0	B. longum	GCA_003468265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/265/GCA_003468265.1_ASM346826v1	GCF_003468265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/265/GCF_003468265.1_ASM346826v1	216816	Bifidobacterium longum	strain=AM39-10AC	latest	Scaffold	2018/09/06	4	1790	No Pathogenic
Phocaeicola vulgatus	AM39-10	Patric (microbiome)	821.0	P. vulgatus	GCA_003468295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/295/GCA_003468295.1_ASM346829v1	GCF_003468295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/295/GCF_003468295.1_ASM346829v1	821	Phocaeicola vulgatus	strain=AM39-10	latest	Scaffold	2018/09/06	4	3886	No Pathogenic
Phocaeicola vulgatus	AM37-2	Patric (microbiome)	821.0	P. vulgatus	GCA_003468345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/345/GCA_003468345.1_ASM346834v1	GCF_003468345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/345/GCF_003468345.1_ASM346834v1	821	Phocaeicola vulgatus	strain=AM37-2	latest	Scaffold	2018/09/06	4	4397	No Pathogenic
Bifidobacterium adolescentis	AM36-3AC	Patric (microbiome)	1680.0	B. adolescentis	GCA_003468385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/385/GCA_003468385.1_ASM346838v1	GCF_003468385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/385/GCF_003468385.1_ASM346838v1	1680	Bifidobacterium adolescentis	strain=AM36-3AC	latest	Scaffold	2018/09/06	5	1791	No Pathogenic
Anaerobutyricum hallii	AM34-3LB	Patric (microbiome)	39488.0	A. hallii	GCA_003468475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/475/GCA_003468475.1_ASM346847v1	GCF_003468475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/475/GCF_003468475.1_ASM346847v1	39488	Anaerobutyricum hallii	strain=AM34-3LB	latest	Scaffold	2018/09/06	2	3005	No Pathogenic
Bifidobacterium pseudocatenulatum	AM33-6	Patric (microbiome)	28026.0	B. pseudocatenulatum	GCA_003468555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/555/GCA_003468555.1_ASM346855v1	GCF_003468555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/555/GCF_003468555.1_ASM346855v1	28026	Bifidobacterium pseudocatenulatum	strain=AM33-6	latest	Scaffold	2018/09/06	3	1846	No Pathogenic
Parabacteroides distasonis	AM33-1	Patric (microbiome)	823.0	P. distasonis	GCA_003468605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/605/GCA_003468605.1_ASM346860v1	GCF_003468605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/605/GCF_003468605.1_ASM346860v1	823	Parabacteroides distasonis	strain=AM33-1	latest	Scaffold	2018/09/06	2	4195	No Pathogenic
Roseburia inulinivorans	AM32-8LB	Patric (microbiome)	360807.0	R. inulinivorans	GCA_003468625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/625/GCA_003468625.1_ASM346862v1	GCF_003468625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/625/GCF_003468625.1_ASM346862v1	360807	Roseburia inulinivorans	strain=AM32-8LB	latest	Scaffold	2018/09/06	5	3422	No Pathogenic
[Ruminococcus] gnavus	AM32-6	Patric (microbiome)	33038.0	[. gnavus	GCA_003468635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/635/GCA_003468635.1_ASM346863v1	GCF_003468635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/635/GCF_003468635.1_ASM346863v1	33038	[Ruminococcus] gnavus	strain=AM32-6	latest	Scaffold	2018/09/06	1	3779	No Pathogenic
Blautia obeum	AM32-10AC	Patric (microbiome)	40520.0	B. obeum	GCA_003468725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/725/GCA_003468725.1_ASM346872v1	GCF_003468725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/725/GCF_003468725.1_ASM346872v1	40520	Blautia obeum	strain=AM32-10AC	latest	Scaffold	2018/09/06	3	3361	No Pathogenic
Bifidobacterium longum	AM31-13LB	Patric (microbiome)	216816.0	B. longum	GCA_003468805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/805/GCA_003468805.1_ASM346880v1	GCF_003468805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/805/GCF_003468805.1_ASM346880v1	216816	Bifidobacterium longum	strain=AM31-13LB	latest	Scaffold	2018/09/06	4	2032	No Pathogenic
Bifidobacterium longum	AM30-9LB	Patric (microbiome)	216816.0	B. longum	GCA_003468825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/825/GCA_003468825.1_ASM346882v1	GCF_003468825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/825/GCF_003468825.1_ASM346882v1	216816	Bifidobacterium longum	strain=AM30-9LB	latest	Scaffold	2018/09/06	4	1931	No Pathogenic
Collinsella intestinalis	AM30-5LB	Patric (microbiome)	147207.0	C. intestinalis	GCA_003468845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/845/GCA_003468845.1_ASM346884v1	GCF_003468845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/845/GCF_003468845.1_ASM346884v1	147207	Collinsella intestinalis	strain=AM30-5LB	latest	Scaffold	2018/09/06	3	1595	No Pathogenic
Phocaeicola vulgatus	AM30-40	Patric (microbiome)	821.0	P. vulgatus	GCA_003468905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/905/GCA_003468905.1_ASM346890v1	GCF_003468905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/905/GCF_003468905.1_ASM346890v1	821	Phocaeicola vulgatus	strain=AM30-40	latest	Scaffold	2018/09/06	4	4838	No Pathogenic
Ruminococcus sp. AM30-15AC	AM30-15AC	Patric (microbiome)	2292371.0	Ruminococcus sp. AM30-15AC	GCA_003468945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/945/GCA_003468945.1_ASM346894v1	GCF_003468945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/945/GCF_003468945.1_ASM346894v1	2292371	Ruminococcus sp. AM30-15AC	strain=AM30-15AC	latest	Scaffold	2018/09/06	3	3618	No Pathogenic
Blautia obeum	AM29-25AC	Patric (microbiome)	40520.0	B. obeum	GCA_003468995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/995/GCA_003468995.1_ASM346899v1	GCF_003468995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/995/GCF_003468995.1_ASM346899v1	40520	Blautia obeum	strain=AM29-25AC	latest	Scaffold	2018/09/06	5	3630	No Pathogenic
Phocaeicola vulgatus	AM29-2	Patric (microbiome)	821.0	P. vulgatus	GCA_003469035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/035/GCA_003469035.1_ASM346903v1	GCF_003469035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/035/GCF_003469035.1_ASM346903v1	821	Phocaeicola vulgatus	strain=AM29-2	latest	Scaffold	2018/09/06	4	3904	No Pathogenic
Parabacteroides merdae	AM34-17	Patric (microbiome)	46503.0	P. merdae	GCA_003469115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/115/GCA_003469115.1_ASM346911v1	GCF_003469115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/115/GCF_003469115.1_ASM346911v1	46503	Parabacteroides merdae	strain=AM34-17	latest	Scaffold	2018/09/06	5	4009	No Pathogenic
Bifidobacterium adolescentis	AM34-11	Patric (microbiome)	1680.0	B. adolescentis	GCA_003469145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/145/GCA_003469145.1_ASM346914v1	GCF_003469145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/145/GCF_003469145.1_ASM346914v1	1680	Bifidobacterium adolescentis	strain=AM34-11	latest	Scaffold	2018/09/06	5	1741	No Pathogenic
Blautia obeum	AM34-12	Patric (microbiome)	40520.0	B. obeum	GCA_003469155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/155/GCA_003469155.1_ASM346915v1	GCF_003469155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/155/GCF_003469155.1_ASM346915v1	40520	Blautia obeum	strain=AM34-12	latest	Scaffold	2018/09/06	5	2990	No Pathogenic
Collinsella sp. AM34-10	AM34-10	Patric (microbiome)	2292316.0	Collinsella sp. AM34-10	GCA_003469185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/185/GCA_003469185.1_ASM346918v1	GCF_003469185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/185/GCF_003469185.1_ASM346918v1	2292316	Collinsella sp. AM34-10	strain=AM34-10	latest	Scaffold	2018/09/06	2	1882	No Pathogenic
Collinsella sp. AM33-4BH	AM33-4BH	Patric (microbiome)	2292315.0	Collinsella sp. AM33-4BH	GCA_003469205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/205/GCA_003469205.1_ASM346920v1	GCF_003469205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/205/GCF_003469205.1_ASM346920v1	2292315	Collinsella sp. AM33-4BH	strain=AM33-4BH	latest	Scaffold	2018/09/06	2	1947	No Pathogenic
Ruminococcus bromii	AM32-13AC	Patric (microbiome)	40518.0	R. bromii	GCA_003469265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/265/GCA_003469265.1_ASM346926v1	GCF_003469265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/265/GCF_003469265.1_ASM346926v1	40518	Ruminococcus bromii	strain=AM32-13AC	latest	Scaffold	2018/09/06	1	1992	No Pathogenic
Collinsella sp. AM31-2AC	AM31-2AC	Patric (microbiome)	2292314.0	Collinsella sp. AM31-2AC	GCA_003469285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/285/GCA_003469285.1_ASM346928v1	GCF_003469285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/285/GCF_003469285.1_ASM346928v1	2292314	Collinsella sp. AM31-2AC	strain=AM31-2AC	latest	Scaffold	2018/09/06	2	2011	No Pathogenic
Phocaeicola plebeius	AM31-10	Patric (microbiome)	310297.0	P. plebeius	GCA_003469295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/295/GCA_003469295.1_ASM346929v1	GCF_003469295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/295/GCF_003469295.1_ASM346929v1	310297	Phocaeicola plebeius	strain=AM31-10	latest	Scaffold	2018/09/06	3	3196	No Pathogenic
Odoribacter splanchnicus	AM30-21	Patric (microbiome)	28118.0	Odoribacter splanchnicus	GCA_003469405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/405/GCA_003469405.1_ASM346940v1	GCF_003469405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/405/GCF_003469405.1_ASM346940v1	28118	Odoribacter splanchnicus	strain=AM30-21	latest	Scaffold	2018/09/06	4	3727	No Pathogenic
[Ruminococcus] gnavus	AM27-32	Patric (microbiome)	33038.0	[. gnavus	GCA_003469585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/585/GCA_003469585.1_ASM346958v1	GCF_003469585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/585/GCF_003469585.1_ASM346958v1	33038	[Ruminococcus] gnavus	strain=AM27-32	latest	Scaffold	2018/09/06	1	3405	No Pathogenic
Parabacteroides merdae	AM26-6AC	Patric (microbiome)	46503.0	P. merdae	GCA_003469635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/635/GCA_003469635.1_ASM346963v1	GCF_003469635.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/635/GCF_003469635.1_ASM346963v1	46503	Parabacteroides merdae	strain=AM26-6AC	latest	Scaffold	2018/09/06	5	3495	No Pathogenic
Collinsella intestinalis	AM25-33	Patric (microbiome)	147207.0	C. intestinalis	GCA_003469765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/765/GCA_003469765.1_ASM346976v1	GCF_003469765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/765/GCF_003469765.1_ASM346976v1	147207	Collinsella intestinalis	strain=AM25-33	latest	Scaffold	2018/09/06	3	1446	No Pathogenic
Parabacteroides distasonis	AM25-3	Patric (microbiome)	823.0	P. distasonis	GCA_003469775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/775/GCA_003469775.1_ASM346977v1	GCF_003469775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/775/GCF_003469775.1_ASM346977v1	823	Parabacteroides distasonis	strain=AM25-3	latest	Scaffold	2018/09/06	2	4286	No Pathogenic
Lactiplantibacillus plantarum	AM25-25	Patric (microbiome)	1590.0	L. plantarum	GCA_003469805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/805/GCA_003469805.1_ASM346980v1	GCF_003469805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/805/GCF_003469805.1_ASM346980v1	1590	Lactiplantibacillus plantarum	strain=AM25-25	latest	Scaffold	2018/09/06	5	3165	No Pathogenic
Blautia obeum	AM28-23	Patric (microbiome)	40520.0	B. obeum	GCA_003469845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/845/GCA_003469845.1_ASM346984v1	GCF_003469845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/845/GCF_003469845.1_ASM346984v1	40520	Blautia obeum	strain=AM28-23	latest	Scaffold	2018/09/06	3	3450	No Pathogenic
Collinsella sp. AM28-11LB	AM28-11LB	Patric (microbiome)	2292312.0	Collinsella sp. AM28-11LB	GCA_003469895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/469/895/GCA_003469895.1_ASM346989v1	GCF_003469895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/469/895/GCF_003469895.1_ASM346989v1	2292312	Collinsella sp. AM28-11LB	strain=AM28-11LB	latest	Scaffold	2018/09/06	2	1897	No Pathogenic
Roseburia inulinivorans	AM27-11	Patric (microbiome)	360807.0	R. inulinivorans	GCA_003470035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/035/GCA_003470035.1_ASM347003v1	GCF_003470035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/035/GCF_003470035.1_ASM347003v1	360807	Roseburia inulinivorans	strain=AM27-11	latest	Scaffold	2018/09/06	5	3726	No Pathogenic
Ligilactobacillus salivarius	AM25-8	Patric (microbiome)	1624.0	L. salivarius	GCA_003470145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/145/GCA_003470145.1_ASM347014v1	GCF_003470145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/145/GCF_003470145.1_ASM347014v1	1624	Ligilactobacillus salivarius	strain=AM25-8	latest	Scaffold	2018/09/06	1	1952	No Pathogenic
Erysipelatoclostridium ramosum	AM25-30	Patric (microbiome)	1547.0	E. ramosum	GCA_003470175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/175/GCA_003470175.1_ASM347017v1	GCF_003470175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/175/GCF_003470175.1_ASM347017v1	1547	Erysipelatoclostridium ramosum	strain=AM25-30	latest	Scaffold	2018/09/06	2	3671	No Pathogenic
Lachnospira eligens	AM32-2AC	Patric (microbiome)	39485.0	Lachnospira eligens	GCA_003470215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/215/GCA_003470215.1_ASM347021v1	GCF_003470215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/215/GCF_003470215.1_ASM347021v1	39485	Lachnospira eligens	strain=AM32-2AC	latest	Scaffold	2018/09/06	1	2901	No Pathogenic
Mitsuokella multacida	AM25-21AC	Patric (microbiome)	52226.0	M. multacida	GCA_003470225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/225/GCA_003470225.1_ASM347022v1	GCF_003470225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/225/GCF_003470225.1_ASM347022v1	52226	Mitsuokella multacida	strain=AM25-21AC	latest	Scaffold	2018/09/06	5	2230	No Pathogenic
[Ruminococcus] gnavus	AM25-19	Patric (microbiome)	33038.0	[. gnavus	GCA_003470265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/265/GCA_003470265.1_ASM347026v1	GCF_003470265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/265/GCF_003470265.1_ASM347026v1	33038	[Ruminococcus] gnavus	strain=AM25-19	latest	Scaffold	2018/09/06	1	2798	No Pathogenic
Collinsella sp. AM24-1	AM24-1	Patric (microbiome)	2292031.0	Collinsella sp. AM24-1	GCA_003470325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/325/GCA_003470325.1_ASM347032v1	GCF_003470325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/325/GCF_003470325.1_ASM347032v1	2292031	Collinsella sp. AM24-1	strain=AM24-1	latest	Scaffold	2018/09/06	2	1960	No Pathogenic
Coprococcus comes	AM23-3	Patric (microbiome)	410072.0	C. comes	GCA_003470335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/335/GCA_003470335.1_ASM347033v1	GCF_003470335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/335/GCF_003470335.1_ASM347033v1	410072	Coprococcus comes	strain=AM23-3	latest	Scaffold	2018/09/06	1	3590	No Pathogenic
Phocaeicola plebeius	AM23-23	Patric (microbiome)	310297.0	P. plebeius	GCA_003470365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/365/GCA_003470365.1_ASM347036v1	GCF_003470365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/365/GCF_003470365.1_ASM347036v1	310297	Phocaeicola plebeius	strain=AM23-23	latest	Scaffold	2018/09/06	3	3327	No Pathogenic
Megamonas funiformis	AM23-11	Patric (microbiome)	437897.0	M. funiformis	GCA_003470375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/375/GCA_003470375.1_ASM347037v1	GCF_003470375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/375/GCF_003470375.1_ASM347037v1	437897	Megamonas funiformis	strain=AM23-11	latest	Scaffold	2018/09/06	4	2262	No Pathogenic
[Ruminococcus] torques	AM22-16	Patric (microbiome)	33039.0	[. torques	GCA_003470435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/435/GCA_003470435.1_ASM347043v1	GCF_003470435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/435/GCF_003470435.1_ASM347043v1	33039	[Ruminococcus] torques	strain=AM22-16	latest	Scaffold	2018/09/06	1	2699	No Pathogenic
[Ruminococcus] gnavus	AM21-41	Patric (microbiome)	33038.0	[. gnavus	GCA_003470485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/485/GCA_003470485.1_ASM347048v1	GCF_003470485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/485/GCF_003470485.1_ASM347048v1	33038	[Ruminococcus] gnavus	strain=AM21-41	latest	Scaffold	2018/09/06	1	3764	No Pathogenic
Blautia obeum	AM18-2AC	Patric (microbiome)	40520.0	B. obeum	GCA_003470555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/555/GCA_003470555.1_ASM347055v1	GCF_003470555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/555/GCF_003470555.1_ASM347055v1	40520	Blautia obeum	strain=AM18-2AC	latest	Scaffold	2018/09/06	5	3514	No Pathogenic
Collinsella sp. AM17-1	AM17-1	Patric (microbiome)	2292027.0	Collinsella sp. AM17-1	GCA_003470665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/665/GCA_003470665.1_ASM347066v1	GCF_003470665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/665/GCF_003470665.1_ASM347066v1	2292027	Collinsella sp. AM17-1	strain=AM17-1	latest	Scaffold	2018/09/06	2	2009	No Pathogenic
Parabacteroides merdae	AM16-50	Patric (microbiome)	46503.0	P. merdae	GCA_003470675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/675/GCA_003470675.1_ASM347067v1	GCF_003470675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/675/GCF_003470675.1_ASM347067v1	46503	Parabacteroides merdae	strain=AM16-50	latest	Scaffold	2018/09/06	5	3833	No Pathogenic
Phocaeicola vulgatus	AM25-23	Patric (microbiome)	821.0	P. vulgatus	GCA_003470745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/745/GCA_003470745.1_ASM347074v1	GCF_003470745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/745/GCF_003470745.1_ASM347074v1	821	Phocaeicola vulgatus	strain=AM25-23	latest	Scaffold	2018/09/06	4	4259	No Pathogenic
[Ruminococcus] lactaris	AM25-1LB	Patric (microbiome)	46228.0	[. lactaris	GCA_003470775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/775/GCA_003470775.1_ASM347077v1	GCF_003470775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/775/GCF_003470775.1_ASM347077v1	46228	[Ruminococcus] lactaris	strain=AM25-1LB	latest	Scaffold	2018/09/06	3	2717	No Pathogenic
Dorea formicigenerans	AM23-7AC	Patric (microbiome)	39486.0	D. formicigenerans	GCA_003470825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/825/GCA_003470825.1_ASM347082v1	GCF_003470825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/825/GCF_003470825.1_ASM347082v1	39486	Dorea formicigenerans	strain=AM23-7AC	latest	Scaffold	2018/09/06	5	2969	No Pathogenic
Eubacterium ventriosum	AM23-22	Patric (microbiome)	39496.0	E. ventriosum	GCA_003470845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/845/GCA_003470845.1_ASM347084v1	GCF_003470845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/845/GCF_003470845.1_ASM347084v1	39496	Eubacterium ventriosum	strain=AM23-22	latest	Scaffold	2018/09/06	3	2216	No Pathogenic
Roseburia inulinivorans	AM23-23AC	Patric (microbiome)	360807.0	R. inulinivorans	GCA_003470885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/885/GCA_003470885.1_ASM347088v1	GCF_003470885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/885/GCF_003470885.1_ASM347088v1	360807	Roseburia inulinivorans	strain=AM23-23AC	latest	Scaffold	2018/09/06	5	3538	No Pathogenic
Roseburia sp. AM23-20	AM23-20	Patric (microbiome)	2292066.0	Roseburia sp. AM23-20	GCA_003470905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/905/GCA_003470905.1_ASM347090v1	GCF_003470905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/905/GCF_003470905.1_ASM347090v1	2292066	Roseburia sp. AM23-20	strain=AM23-20	latest	Scaffold	2018/09/06	4	3814	No Pathogenic
