Species_DBs	Strain_DBs	Origin DB	Taxonomy ID	Species abb.	assembly_accession_genbank	FTP path genbank	assembly_accession_refseq	FTP path refseq	TaxID refseq	Organism Name Refseq	Infraspecific Name Refseq	version_status_refseq	assembly_level_refseq	seq_rel_date_refseq	PathoPhenotype
Clostridium paraputrificum	107	Patric (diseases)	29363	C. paraputrificum	GCA_036689015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/689/015/GCA_036689015.1_ASM3668901v1	GCF_036689015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/689/015/GCF_036689015.1_ASM3668901v1	29363	Clostridium paraputrificum	strain=107	latest	Contig	2024-02-17	Pathogenic
Acinetobacter baumannii	MRSN943115	NCBI	470	A. baumannii	GCA_036038495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/038/495/GCA_036038495.1_ASM3603849v1	GCF_036038495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/038/495/GCF_036038495.1_ASM3603849v1	470	Acinetobacter baumannii	strain=MRSN943115	latest	Contig	2024-01-24	Pathogenic
Klebsiella pneumoniae	zj37204	NCBI	244366	K. pneumoniae	GCA_041037305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/037/305/GCA_041037305.1_ASM4103730v1	GCF_041037305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/037/305/GCF_041037305.1_ASM4103730v1	244366	Klebsiella variicola	strain=zj37204	latest	Contig	2024-08-04	Pathogenic
Klebsiella pneumoniae	FUJ80050	NCBI	573	K. pneumoniae	GCA_044355935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/355/935/GCA_044355935.1_ASM4435593v1	GCF_044355935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/355/935/GCF_044355935.1_ASM4435593v1	573	Klebsiella pneumoniae	strain=FUJ80050	latest	Complete Genome	2024-11-06	Pathogenic
Klebsiella pneumoniae	71073498	NCBI	548	K. pneumoniae	GCA_043835015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/835/015/GCA_043835015.1_ASM4383501v1	GCF_043835015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/835/015/GCF_043835015.1_ASM4383501v1	548	Klebsiella aerogenes	strain=71073498	latest	Contig	2024-10-25	Pathogenic
Morganella morganii	FFMG-1554-08-21-A	NCBI	582	M. morganii	GCA_964211055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/211/055/GCA_964211055.1_FFMG_1554-08-21-A.1	GCF_964211055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/211/055/GCF_964211055.1_FFMG_1554-08-21-A.1	582	Morganella morganii	strain=FFMG-1554-08-21-A	latest	Contig	2024-07-30	Pathogenic
Enterobacter roggenkampii	BJD_E3	NCBI	1812935	E. roggenkampii	GCA_038898435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/898/435/GCA_038898435.1_ASM3889843v1	GCF_038898435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/898/435/GCF_038898435.1_ASM3889843v1	1812935	Enterobacter roggenkampii	strain=BJD_E3	latest	Scaffold	2024-04-30	Pathogenic
Klebsiella pneumoniae	KP_NORM_BLD_114473	NCBI	1667327	K. pneumoniae	GCA_041828825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/828/825/GCA_041828825.1_ASM4182882v1	GCF_041828825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/828/825/GCF_041828825.1_ASM4182882v1	1667327	Klebsiella quasipneumoniae subsp. quasipneumoniae	strain=KP_NORM_BLD_114473	latest	Complete Genome	2024-09-08	Pathogenic
Providencia sp. 2024EL-00606	2024EL-00606	ENA	3350765	Providencia sp. 2024EL-00606	GCA_042643805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/643/805/GCA_042643805.1_ASM4264380v1	GCF_042643805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/643/805/GCF_042643805.1_ASM4264380v1	3350765	Providencia sp. 2024EL-00606	strain=2024EL-00606	latest	Contig	2024-10-05	Pathogenic
Aeromonas caviae	FUJ01765	Patric (diseases)	648	A. caviae	GCA_035203505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/203/505/GCA_035203505.1_ASM3520350v1	GCF_035203505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/203/505/GCF_035203505.1_ASM3520350v1	648	Aeromonas caviae	strain=FUJ01765	latest	Contig	2024-01-08	Pathogenic
Acinetobacter bereziniae	CCBH26740	Patric (diseases)	106648	A. bereziniae	GCA_036761135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/761/135/GCA_036761135.1_ASM3676113v1	GCF_036761135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/761/135/GCF_036761135.1_ASM3676113v1	106648	Acinetobacter bereziniae	strain=CCBH26740	latest	Contig	2024-02-21	Pathogenic
Serratia marcescens	Smarc01097	NCBI	615	S. marcescens	GCA_964301605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/301/605/GCA_964301605.1_Smarc01097-191213_contigs_filtered.fa.gz	GCF_964301605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/301/605/GCF_964301605.1_Smarc01097-191213_contigs_filtered.fa.gz	615	Serratia marcescens	strain=Smarc01097	latest	Contig	2024-11-25	Pathogenic
Enterococcus faecium	C1113	NCBI	1352	E. faecium	GCA_044134125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/134/125/GCA_044134125.1_ASM4413412v1	GCF_044134125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/134/125/GCF_044134125.1_ASM4413412v1	1352	Enterococcus faecium	strain=C1113	latest	Contig	2024-10-30	Pathogenic
Enterobacter ludwigii	ELB105	NCBI	299767	E. ludwigii	GCA_036709625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/709/625/GCA_036709625.1_ASM3670962v1	GCF_036709625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/709/625/GCF_036709625.1_ASM3670962v1	299767	Enterobacter ludwigii	strain=ELB105	latest	Contig	2024-02-20	Pathogenic
Aeromonas caviae	FUJ01846	Patric (diseases)	648	A. caviae	GCA_035205065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/205/065/GCA_035205065.1_ASM3520506v1	GCF_035205065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/205/065/GCF_035205065.1_ASM3520506v1	648	Aeromonas caviae	strain=FUJ01846	latest	Contig	2024-01-08	Pathogenic
Klebsiella pneumoniae	KP_NORM_BLD_14164	NCBI	1463164	K. pneumoniae	GCA_041861465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/861/465/GCA_041861465.1_ASM4186146v1	GCF_041861465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/861/465/GCF_041861465.1_ASM4186146v1	1463164	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=KP_NORM_BLD_14164	latest	Complete Genome	2024-09-09	Pathogenic
Klebsiella pneumoniae	zj13083	NCBI	1463165	K. pneumoniae	GCA_041044905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/044/905/GCA_041044905.1_ASM4104490v1	GCF_041044905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/044/905/GCF_041044905.1_ASM4104490v1	1463165	Klebsiella quasipneumoniae	strain=zj13083	latest	Contig	2024-08-05	Pathogenic
Morganella morganii	RTP31141st1_C6_RTP31141_220114	NCBI	582	M. morganii	GCA_039031235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/031/235/GCA_039031235.1_ASM3903123v1	GCF_039031235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/031/235/GCF_039031235.1_ASM3903123v1	582	Morganella morganii	strain=RTP31141st1_C6_RTP31141_220114	latest	Scaffold	2024-05-02	Pathogenic
Haemophilus influenzae	P596-8591	NCBI	727	H. influenzae	GCA_003415525.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/415/525/GCA_003415525.2_ASM341552v2	GCF_003415525.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/415/525/GCF_003415525.2_ASM341552v2	727	Haemophilus influenzae	strain=P596-8591	latest	Contig	2024-07-25	Pathogenic
Aeromonas hydrophila	FUJ01229	NCBI, Patric (diseases)	644	A. hydrophila	GCA_035202615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/202/615/GCA_035202615.1_ASM3520261v1	GCF_035202615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/202/615/GCF_035202615.1_ASM3520261v1	644	Aeromonas hydrophila	strain=FUJ01229	latest	Contig	2024-01-08	Pathogenic
Acinetobacter baumannii	A7064	NCBI	48296	A. baumannii	GCA_041533485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/533/485/GCA_041533485.1_ASM4153348v1	GCF_041533485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/533/485/GCF_041533485.1_ASM4153348v1	48296	Acinetobacter pittii	strain=A7064	latest	Contig	2024-08-28	Pathogenic
Pseudomonas aeruginosa	PA-44	NCBI	287	P. aeruginosa	GCA_040714725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/714/725/GCA_040714725.1_ASM4071472v1	GCF_040714725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/714/725/GCF_040714725.1_ASM4071472v1	287	Pseudomonas aeruginosa	strain=PA-44	latest	Contig	2024-07-15	Pathogenic
Enterobacter hormaechei	W55	NCBI	158836	E. hormaechei	GCA_041005825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/005/825/GCA_041005825.1_W55	GCF_041005825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/005/825/GCF_041005825.1_W55	158836	Enterobacter hormaechei	strain=W55	latest	Complete Genome	2024-08-03	Pathogenic
Vibrio cholerae	non-O1/non-O139	NCBI	666	V. cholerae	GCA_037150415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/150/415/GCA_037150415.1_ASM3715041v1	GCF_037150415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/150/415/GCF_037150415.1_ASM3715041v1	666	Vibrio cholerae	strain=non-O1/non-O139	latest	Scaffold	2024-03-14	Pathogenic
Campylobacter jejuni	Z228013	NCBI, Patric (diseases)	197	C. jejuni	GCA_036578305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/578/305/GCA_036578305.1_ASM3657830v1	GCF_036578305.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/578/305/GCF_036578305.1_ASM3657830v1	197	Campylobacter jejuni	strain=Z228013	latest	Contig	2024-02-12	Pathogenic
Klebsiella michiganensis//Klebsiella oxytoca	KoLESPA_188	NCBI, Patric (diseases)	1134687	Klebsiella michiganensis//Klebsiella oxytoca	GCA_037030875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/030/875/GCA_037030875.1_ASM3703087v1	GCF_037030875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/030/875/GCF_037030875.1_ASM3703087v1	1134687	Klebsiella michiganensis	strain=KoLESPA_188	latest	Contig	2024-03-05	Pathogenic
Pseudomonas aeruginosa	PA_D1400	NCBI	287	P. aeruginosa	GCA_036664395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/664/395/GCA_036664395.1_ASM3666439v1	GCF_036664395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/664/395/GCF_036664395.1_ASM3666439v1	287	Pseudomonas aeruginosa	strain=PA_D1400	latest	Scaffold	2024-02-16	Pathogenic
Acinetobacter baumannii	PSU57	NCBI	106654	A. baumannii	GCA_036940455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/455/GCA_036940455.1_ASM3694045v1	GCF_036940455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/940/455/GCF_036940455.1_ASM3694045v1	106654	Acinetobacter nosocomialis	strain=PSU57	latest	Scaffold	2024-03-01	Pathogenic
Enterococcus faecium	LW161	NCBI	1352	E. faecium	GCA_040201795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/201/795/GCA_040201795.1_ASM4020179v1	GCF_040201795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/201/795/GCF_040201795.1_ASM4020179v1	1352	Enterococcus faecium	strain=LW161	latest	Contig	2024-06-16	Pathogenic
Acinetobacter baumannii	WE1502	NCBI	470	A. baumannii	GCA_038377605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/377/605/GCA_038377605.1_ASM3837760v1	GCF_038377605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/377/605/GCF_038377605.1_ASM3837760v1	470	Acinetobacter baumannii	strain=WE1502	latest	Scaffold	2024-04-17	Pathogenic
Escherichia coli	EcN_Sk	NCBI	562	E. coli	GCA_044094645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/094/645/GCA_044094645.1_ASM4409464v1	GCF_044094645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/094/645/GCF_044094645.1_ASM4409464v1	562	Escherichia coli	strain=EcN_Sk	latest	Complete Genome	2024-10-31	Pathogenic
Acinetobacter baumannii	Botswana-MF5997	NCBI	470	A. baumannii	GCA_039769815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/769/815/GCA_039769815.1_ASM3976981v1	GCF_039769815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/769/815/GCF_039769815.1_ASM3976981v1	470	Acinetobacter baumannii	strain=Botswana-MF5997	latest	Contig	2024-05-22	Pathogenic
Enterobacter ludwigii	ELB128	NCBI	299767	E. ludwigii	GCA_036709085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/709/085/GCA_036709085.1_ASM3670908v1	GCF_036709085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/709/085/GCF_036709085.1_ASM3670908v1	299767	Enterobacter ludwigii	strain=ELB128	latest	Contig	2024-02-20	Pathogenic
Enterobacter cloacae	ELB069	NCBI	550	E. cloacae	GCA_036704435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/704/435/GCA_036704435.1_ASM3670443v1	GCF_036704435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/704/435/GCF_036704435.1_ASM3670443v1	550	Enterobacter cloacae	strain=ELB069	latest	Contig	2024-02-20	Pathogenic
Enterococcus faecium	C1032	NCBI	1352	E. faecium	GCA_044134205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/134/205/GCA_044134205.1_ASM4413420v1	GCF_044134205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/134/205/GCF_044134205.1_ASM4413420v1	1352	Enterococcus faecium	strain=C1032	latest	Contig	2024-10-30	Pathogenic
Klebsiella pneumoniae	RTP31003st2_E3_RTP31003_210430	NCBI	573	K. pneumoniae	GCA_040919665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/919/665/GCA_040919665.1_ASM4091966v1	GCF_040919665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/919/665/GCF_040919665.1_ASM4091966v1	573	Klebsiella pneumoniae	strain=RTP31003st2_E3_RTP31003_210430	latest	Scaffold	2024-07-27	Pathogenic
Aeromonas caviae	FUJ01830	Patric (diseases)	648	A. caviae	GCA_035205345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/205/345/GCA_035205345.1_ASM3520534v1	GCF_035205345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/205/345/GCF_035205345.1_ASM3520534v1	648	Aeromonas caviae	strain=FUJ01830	latest	Contig	2024-01-08	Pathogenic
Enterococcus faecalis	FFDD-908-486418-CNS	NCBI	1351	E. faecalis	GCA_964208745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/208/745/GCA_964208745.1_FFDD_908-486418-CNS.1	GCF_964208745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/208/745/GCF_964208745.1_FFDD_908-486418-CNS.1	1351	Enterococcus faecalis	strain=FFDD-908-486418-CNS	latest	Contig	2024-07-29	Pathogenic
Enterobacter hormaechei	W180	NCBI	158836	E. hormaechei	GCA_041004125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/004/125/GCA_041004125.1_W180	GCF_041004125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/004/125/GCF_041004125.1_W180	158836	Enterobacter hormaechei	strain=W180	latest	Complete Genome	2024-08-03	Pathogenic
Pseudomonas aeruginosa	PA-38	NCBI	287	P. aeruginosa	GCA_040714895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/714/895/GCA_040714895.1_ASM4071489v1	GCF_040714895.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/714/895/GCF_040714895.1_ASM4071489v1	287	Pseudomonas aeruginosa	strain=PA-38	latest	Contig	2024-07-15	Pathogenic
Klebsiella pneumoniae	1202425	NCBI	244366	K. pneumoniae	GCA_036947575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/947/575/GCA_036947575.1_ASM3694757v1	GCF_036947575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/947/575/GCF_036947575.1_ASM3694757v1	244366	Klebsiella variicola	strain=1202425	latest	Scaffold	2024-03-01	Pathogenic
Escherichia coli	EH008	NCBI	562	E. coli	GCA_040014835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/014/835/GCA_040014835.1_ASM4001483v1	GCF_040014835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/014/835/GCF_040014835.1_ASM4001483v1	562	Escherichia coli	strain=EH008	latest	Contig	2024-06-02	Pathogenic
Aeromonas caviae	FUJ01761	Patric (diseases)	648	A. caviae	GCA_035203625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/203/625/GCA_035203625.1_ASM3520362v1	GCF_035203625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/203/625/GCF_035203625.1_ASM3520362v1	648	Aeromonas caviae	strain=FUJ01761	latest	Contig	2024-01-08	Pathogenic
Acinetobacter colistiniresistens	S12	Patric (diseases)	280145	A. colistiniresistens	GCA_036864215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/864/215/GCA_036864215.1_ASM3686421v1	GCF_036864215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/864/215/GCF_036864215.1_ASM3686421v1	280145	Acinetobacter colistiniresistens	strain=S12	latest	Contig	2024-02-23	Pathogenic
Escherichia coli	17528-16	NCBI	562	E. coli	GCA_036600475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/600/475/GCA_036600475.1_ASM3660047v1	GCF_036600475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/600/475/GCF_036600475.1_ASM3660047v1	562	Escherichia coli	strain=17528-16	latest	Contig	2024-02-14	Pathogenic
Campylobacter jejuni		NCBI	197	C. jejuni	GCA_964274885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/885/GCA_964274885.1_23-4234	GCF_964274885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/274/885/GCF_964274885.1_23-4234	197	Campylobacter jejuni	na	latest	Contig	2024-10-06	Pathogenic
Escherichia coli	CEC1	NCBI	562	E. coli	GCA_044129365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/129/365/GCA_044129365.1_ASM4412936v1	GCF_044129365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/129/365/GCF_044129365.1_ASM4412936v1	562	Escherichia coli	strain=CEC1	latest	Contig	2024-10-30	Pathogenic
Klebsiella pneumoniae	MMSV2	NCBI	1463165	K. pneumoniae	GCA_041205365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/205/365/GCA_041205365.1_ASM4120536v1	GCF_041205365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/205/365/GCF_041205365.1_ASM4120536v1	1463165	Klebsiella quasipneumoniae	strain=MMSV2	latest	Scaffold	2024-08-11	Pathogenic
Acinetobacter bereziniae	ABER156	Patric (diseases)	106648	A. bereziniae	GCA_037027905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/027/905/GCA_037027905.1_ASM3702790v1	GCF_037027905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/027/905/GCF_037027905.1_ASM3702790v1	106648	Acinetobacter bereziniae	strain=ABER156	latest	Contig	2024-03-05	Pathogenic
Enterococcus faecium	2016N17-104	NCBI	1352	E. faecium	GCA_038441015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/441/015/GCA_038441015.1_ASM3844101v1	GCF_038441015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/015/GCF_038441015.1_ASM3844101v1	1352	Enterococcus faecium	strain=2016N17-104	latest	Complete Genome	2024-04-25	Pathogenic
Aeromonas veronii	FUJ01721	NCBI, Patric (diseases)	654	A. veronii	GCA_035202855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/202/855/GCA_035202855.1_ASM3520285v1	GCF_035202855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/202/855/GCF_035202855.1_ASM3520285v1	654	Aeromonas veronii	strain=FUJ01721	latest	Contig	2024-01-08	Pathogenic
Campylobacter jejuni	22CJ02	NCBI	195	C. jejuni	GCA_040188495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/188/495/GCA_040188495.1_ASM4018849v1	GCF_040188495.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/188/495/GCF_040188495.1_ASM4018849v1	195	Campylobacter coli	strain=22CJ02	latest	Contig	2024-06-14	Pathogenic
Acinetobacter baumannii	ED01498924	NCBI	470	A. baumannii	GCA_036858135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/858/135/GCA_036858135.1_ASM3685813v1	GCF_036858135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/858/135/GCF_036858135.1_ASM3685813v1	470	Acinetobacter baumannii	strain=ED01498924	latest	Contig	2024-02-23	Pathogenic
Klebsiella pneumoniae	CDK0202	NCBI	1463165	K. pneumoniae	GCA_039576485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/576/485/GCA_039576485.1_ASM3957648v1	GCF_039576485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/576/485/GCF_039576485.1_ASM3957648v1	1463165	Klebsiella quasipneumoniae	strain=CDK0202	latest	Contig	2024-05-08	Pathogenic
Klebsiella pneumoniae	T7-402	NCBI	2590157	K. pneumoniae	GCA_041926875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/926/875/GCA_041926875.1_ASM4192687v1	GCF_041926875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/926/875/GCF_041926875.1_ASM4192687v1	2590157	Klebsiella variicola subsp. variicola	strain=T7-402	latest	Complete Genome	2024-09-16	Pathogenic
Acinetobacter baumannii//Acinetobacter calcoaceticus	AC198	NCBI, Patric (diseases)	471	Acinetobacter baumannii//Acinetobacter calcoaceticus	GCA_037027595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/027/595/GCA_037027595.1_ASM3702759v1	GCF_037027595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/027/595/GCF_037027595.1_ASM3702759v1	471	Acinetobacter calcoaceticus	strain=AC198	latest	Contig	2024-03-05	Pathogenic
Klebsiella pneumoniae	KP18_UID2108280014	NCBI	573	K. pneumoniae	GCA_043950375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/950/375/GCA_043950375.1_KP18_UID2108280014	GCF_043950375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/950/375/GCF_043950375.1_KP18_UID2108280014	573	Klebsiella pneumoniae	strain=KP18_UID2108280014	latest	Complete Genome	2024-10-28	Pathogenic
Escherichia coli	15103-22	NCBI	562	E. coli	GCA_036599405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/599/405/GCA_036599405.1_ASM3659940v1	GCF_036599405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/599/405/GCF_036599405.1_ASM3659940v1	562	Escherichia coli	strain=15103-22	latest	Contig	2024-02-14	Pathogenic
Aeromonas caviae	FUJ01259	Patric (diseases)	648	A. caviae	GCA_035204425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/204/425/GCA_035204425.1_ASM3520442v1	GCF_035204425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/204/425/GCF_035204425.1_ASM3520442v1	648	Aeromonas caviae	strain=FUJ01259	latest	Contig	2024-01-08	Pathogenic
Mycobacteroides abscessus	4549-15	Patric (diseases)	1185650	M. abscessus	GCA_015499845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/499/845/GCA_015499845.1_ASM1549984v1	GCF_015499845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/845/GCF_015499845.1_ASM1549984v1	1185650	Mycobacteroides abscessus subsp. abscessus	strain=4549-15	latest	Contig	2020-11-16	Pathogenic
Escherichia coli	14142-07	NCBI	562	E. coli	GCA_036599185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/599/185/GCA_036599185.1_ASM3659918v1	GCF_036599185.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/599/185/GCF_036599185.1_ASM3659918v1	562	Escherichia coli	strain=14142-07	latest	Contig	2024-02-14	Pathogenic
Bacillus cereus	P19	NCBI	1396	B. cereus	GCA_035618195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/618/195/GCA_035618195.1_ASM3561819v1	GCF_035618195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/618/195/GCF_035618195.1_ASM3561819v1	1396	Bacillus cereus	strain=P19	latest	Contig	2024-01-12	Pathogenic
Acinetobacter baumannii	WE1723	NCBI	470	A. baumannii	GCA_038377525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/377/525/GCA_038377525.1_ASM3837752v1	GCF_038377525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/377/525/GCF_038377525.1_ASM3837752v1	470	Acinetobacter baumannii	strain=WE1723	latest	Scaffold	2024-04-17	Pathogenic
Acinetobacter baumannii	CPO117	NCBI	48296	A. baumannii	GCA_030186825.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/186/825/GCA_030186825.2_NA	GCF_030186825.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/186/825/GCF_030186825.2_NA	48296	Acinetobacter pittii	strain=CPO117	latest	Contig	2024-01-24	Pathogenic
