Species_DBs	Strain_DBs	Origin DB	Reason Phenotype	Taxonomy ID	Species abb.	# assembly_accession_genbank	ftp_path_genbank	PathoPhenotype	# assembly_accession_refseq	bioproject_refseq	biosample_refseq	wgs_master_refseq	refseq_category_refseq	taxid_refseq	species_taxid_refseq	organism_name_refseq	infraspecific_name_refseq	isolate_refseq	version_status_refseq	assembly_level_refseq	release_type_refseq	genome_rep_refseq	seq_rel_date_refseq	asm_name_refseq	submitter_refseq	gbrs_paired_asm_refseq	paired_asm_comp_refseq	ftp_path_refseq	excluded_from_refseq_refseq	relation_to_type_material_refseq	asm_not_live_date_refseq	Species_Refseq	Entry	Full name	File	refseq_iden	cluster	partition	File_Embedding	Protein Count
Klebsiella pneumoniae	ZKP35	Patric (diseases)		573.0	K. pneumoniae	GCA_902508215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/215/GCA_902508215.1_ZKP35	Pathogenic	GCF_902508215.1	PRJNA224116	SAMEA6099563	CABWTM000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP35	ZKP35	latest	Scaffold	Major	Full	2019/12/18	ZKP35	ZHEJIANG UNIVERSITY	GCA_902508215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/215/GCF_902508215.1_ZKP35			na	Klebsiella pneumoniae	NZ_CABWTM010000001.1	Klebsiella pneumoniae strain ZKP35 isolate ZKP35, whole genome shotgun sequence	GCF_902508215.1_ZKP35_genomic.fna.gz 	GCF_902508215.1	11	2	GCF_902/GCF_902508215.1_ZKP35_genomic.h5	5419
Klebsiella pneumoniae	ZKP32	Patric (diseases)		573.0	K. pneumoniae	GCA_902508285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/285/GCA_902508285.1_ZKP32	Pathogenic	GCF_902508285.1	PRJNA224116	SAMEA6099560	CABWTG000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP32	ZKP32	latest	Scaffold	Major	Full	2019/12/18	ZKP32	ZHEJIANG UNIVERSITY	GCA_902508285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/285/GCF_902508285.1_ZKP32			na	Klebsiella pneumoniae	NZ_CABWTG010000001.1	Klebsiella pneumoniae strain ZKP32 isolate ZKP32, whole genome shotgun sequence	GCF_902508285.1_ZKP32_genomic.fna.gz 	GCF_902508285.1	11	2	GCF_902/GCF_902508285.1_ZKP32_genomic.h5	4948
Klebsiella pneumoniae	ZKP75	Patric (diseases)		573.0	K. pneumoniae	GCA_902508345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/345/GCA_902508345.1_ZKP75	Pathogenic	GCF_902508345.1	PRJNA224116	SAMEA6099597	CABWTW000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP75	ZKP75	latest	Scaffold	Major	Full	2019/12/18	ZKP75	ZHEJIANG UNIVERSITY	GCA_902508345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/345/GCF_902508345.1_ZKP75			na	Klebsiella pneumoniae	NZ_CABWTW010000001.1	Klebsiella pneumoniae strain ZKP75 isolate ZKP75, whole genome shotgun sequence	GCF_902508345.1_ZKP75_genomic.fna.gz 	GCF_902508345.1	11	2	GCF_902/GCF_902508345.1_ZKP75_genomic.h5	5349
Klebsiella pneumoniae	ZKP58	Patric (diseases)		573.0	K. pneumoniae	GCA_902508355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/355/GCA_902508355.1_ZKP58	Pathogenic	GCF_902508355.1	PRJNA224116	SAMEA6099582	CABWUB000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP58	ZKP58	latest	Scaffold	Major	Full	2019/12/18	ZKP58	ZHEJIANG UNIVERSITY	GCA_902508355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/355/GCF_902508355.1_ZKP58			na	Klebsiella pneumoniae	NZ_CABWUB010000001.1	Klebsiella pneumoniae strain ZKP58 isolate ZKP58, whole genome shotgun sequence	GCF_902508355.1_ZKP58_genomic.fna.gz 	GCF_902508355.1	11	2	GCF_902/GCF_902508355.1_ZKP58_genomic.h5	4941
Klebsiella pneumoniae	ZKP67	Patric (diseases)		573.0	K. pneumoniae	GCA_902508405.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/405/GCA_902508405.1_ZKP67	Pathogenic	GCF_902508405.1	PRJNA224116	SAMEA6099590	CABWTY000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP67	ZKP67	latest	Scaffold	Major	Full	2019/12/18	ZKP67	ZHEJIANG UNIVERSITY	GCA_902508405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/405/GCF_902508405.1_ZKP67			na	Klebsiella pneumoniae	NZ_CABWTY010000001.1	Klebsiella pneumoniae strain ZKP67 isolate ZKP67, whole genome shotgun sequence	GCF_902508405.1_ZKP67_genomic.fna.gz 	GCF_902508405.1	11	2	GCF_902/GCF_902508405.1_ZKP67_genomic.h5	5199
Klebsiella pneumoniae	ZKP74	Patric (diseases)		573.0	K. pneumoniae	GCA_902508415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/415/GCA_902508415.1_ZKP74	Pathogenic	GCF_902508415.1	PRJNA224116	SAMEA6099596	CABWUC000000000.1	na	244366	244366	Klebsiella variicola	strain=ZKP74	ZKP74	latest	Scaffold	Major	Full	2019/12/18	ZKP74	ZHEJIANG UNIVERSITY	GCA_902508415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/415/GCF_902508415.1_ZKP74			na	Klebsiella variicola	NZ_CABWUC010000001.1	Klebsiella variicola strain ZKP74 isolate ZKP74, whole genome shotgun sequence	GCF_902508415.1_ZKP74_genomic.fna.gz 	GCF_902508415.1	11	2	GCF_902/GCF_902508415.1_ZKP74_genomic.h5	5385
Klebsiella pneumoniae	ZKP62	Patric (diseases)		573.0	K. pneumoniae	GCA_902508475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/475/GCA_902508475.1_ZKP62	Pathogenic	GCF_902508475.1	PRJNA224116	SAMEA6099586	CABWTP000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP62	ZKP62	latest	Scaffold	Major	Full	2019/12/18	ZKP62	ZHEJIANG UNIVERSITY	GCA_902508475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/475/GCF_902508475.1_ZKP62			na	Klebsiella pneumoniae	NZ_CABWTP010000001.1	Klebsiella pneumoniae strain ZKP62 isolate ZKP62, whole genome shotgun sequence	GCF_902508475.1_ZKP62_genomic.fna.gz 	GCF_902508475.1	11	2	GCF_902/GCF_902508475.1_ZKP62_genomic.h5	5177
Klebsiella pneumoniae	ZKP91	Patric (diseases)		573.0	K. pneumoniae	GCA_902508525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/525/GCA_902508525.1_ZKP91	Pathogenic	GCF_902508525.1	PRJNA224116	SAMEA6099605	CABWUK000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP91	ZKP91	latest	Scaffold	Major	Full	2019/12/18	ZKP91	ZHEJIANG UNIVERSITY	GCA_902508525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/525/GCF_902508525.1_ZKP91			na	Klebsiella pneumoniae	NZ_CABWUK010000001.1	Klebsiella pneumoniae strain ZKP91 isolate ZKP91, whole genome shotgun sequence	GCF_902508525.1_ZKP91_genomic.fna.gz 	GCF_902508525.1	11	2	GCF_902/GCF_902508525.1_ZKP91_genomic.h5	5032
Klebsiella pneumoniae	ZKP111	Patric (diseases)		573.0	K. pneumoniae	GCA_902508615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/615/GCA_902508615.1_ZKP111	Pathogenic	GCF_902508615.1	PRJNA224116	SAMEA6099480	CABWVB000000000.1	na	1463165	1463165	Klebsiella quasipneumoniae	strain=ZKP111	ZKP111	latest	Scaffold	Major	Full	2019/12/18	ZKP111	ZHEJIANG UNIVERSITY	GCA_902508615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/615/GCF_902508615.1_ZKP111			na	Klebsiella quasipneumoniae	NZ_CABWVB010000001.1	Klebsiella quasipneumoniae strain ZKP111 isolate ZKP111, whole genome shotgun sequence	GCF_902508615.1_ZKP111_genomic.fna.gz 	GCF_902508615.1	11	2	GCF_902/GCF_902508615.1_ZKP111_genomic.h5	5637
Klebsiella pneumoniae	ZKP122	Patric (diseases)		573.0	K. pneumoniae	GCA_902508645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/645/GCA_902508645.1_ZKP122	Pathogenic	GCF_902508645.1	PRJNA224116	SAMEA6099490	CABWVC000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP122	ZKP122	latest	Scaffold	Major	Full	2019/12/18	ZKP122	ZHEJIANG UNIVERSITY	GCA_902508645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/645/GCF_902508645.1_ZKP122			na	Klebsiella pneumoniae	NZ_CABWVC010000001.1	Klebsiella pneumoniae strain ZKP122 isolate ZKP122, whole genome shotgun sequence	GCF_902508645.1_ZKP122_genomic.fna.gz 	GCF_902508645.1	11	2	GCF_902/GCF_902508645.1_ZKP122_genomic.h5	5055
Klebsiella pneumoniae	ZKP119	Patric (diseases)		573.0	K. pneumoniae	GCA_902508655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/655/GCA_902508655.1_ZKP119	Pathogenic	GCF_902508655.1	PRJNA224116	SAMEA6099487	CABWUY000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP119	ZKP119	latest	Scaffold	Major	Full	2019/12/18	ZKP119	ZHEJIANG UNIVERSITY	GCA_902508655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/655/GCF_902508655.1_ZKP119			na	Klebsiella pneumoniae	NZ_CABWUY010000001.1	Klebsiella pneumoniae strain ZKP119 isolate ZKP119, whole genome shotgun sequence	GCF_902508655.1_ZKP119_genomic.fna.gz 	GCF_902508655.1	11	2	GCF_902/GCF_902508655.1_ZKP119_genomic.h5	5000
Klebsiella pneumoniae	ZKP118	Patric (diseases)		573.0	K. pneumoniae	GCA_902508705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/705/GCA_902508705.1_ZKP118	Pathogenic	GCF_902508705.1	PRJNA224116	SAMEA6099486	CABWUT000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP118	ZKP118	latest	Scaffold	Major	Full	2019/12/18	ZKP118	ZHEJIANG UNIVERSITY	GCA_902508705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/705/GCF_902508705.1_ZKP118			na	Klebsiella pneumoniae	NZ_CABWUT010000001.1	Klebsiella pneumoniae strain ZKP118 isolate ZKP118, whole genome shotgun sequence	GCF_902508705.1_ZKP118_genomic.fna.gz 	GCF_902508705.1	11	2	GCF_902/GCF_902508705.1_ZKP118_genomic.h5	4883
Klebsiella pneumoniae	ZKP150	Patric (diseases)		573.0	K. pneumoniae	GCA_902508835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/835/GCA_902508835.1_ZKP150	Pathogenic	GCF_902508835.1	PRJNA224116	SAMEA6099508	CABWVS000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP150	ZKP150	latest	Scaffold	Major	Full	2019/12/18	ZKP150	ZHEJIANG UNIVERSITY	GCA_902508835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/835/GCF_902508835.1_ZKP150			na	Klebsiella pneumoniae	NZ_CABWVS010000001.1	Klebsiella pneumoniae strain ZKP150 isolate ZKP150, whole genome shotgun sequence	GCF_902508835.1_ZKP150_genomic.fna.gz 	GCF_902508835.1	11	2	GCF_902/GCF_902508835.1_ZKP150_genomic.h5	5018
Klebsiella pneumoniae	ZKP136	Patric (diseases)		573.0	K. pneumoniae	GCA_902508905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/905/GCA_902508905.1_ZKP136	Pathogenic	GCF_902508905.1	PRJNA224116	SAMEA6099497	CABWVQ000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP136	ZKP136	latest	Scaffold	Major	Full	2019/12/18	ZKP136	ZHEJIANG UNIVERSITY	GCA_902508905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/905/GCF_902508905.1_ZKP136			na	Klebsiella pneumoniae	NZ_CABWVQ010000001.1	Klebsiella pneumoniae strain ZKP136 isolate ZKP136, whole genome shotgun sequence	GCF_902508905.1_ZKP136_genomic.fna.gz 	GCF_902508905.1	11	2	GCF_902/GCF_902508905.1_ZKP136_genomic.h5	5436
Klebsiella pneumoniae	ZKP147	Patric (diseases)		573.0	K. pneumoniae	GCA_902508975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/508/975/GCA_902508975.1_ZKP147	Pathogenic	GCF_902508975.1	PRJNA224116	SAMEA6099505	CABWVW000000000.1	na	244366	244366	Klebsiella variicola	strain=ZKP147	ZKP147	latest	Scaffold	Major	Full	2019/12/18	ZKP147	ZHEJIANG UNIVERSITY	GCA_902508975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/508/975/GCF_902508975.1_ZKP147			na	Klebsiella variicola	NZ_CABWVW010000001.1	Klebsiella variicola strain ZKP147 isolate ZKP147, whole genome shotgun sequence	GCF_902508975.1_ZKP147_genomic.fna.gz 	GCF_902508975.1	11	2	GCF_902/GCF_902508975.1_ZKP147_genomic.h5	5431
Klebsiella pneumoniae	ZKP170	Patric (diseases)		573.0	K. pneumoniae	GCA_902509015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/015/GCA_902509015.1_ZKP170	Pathogenic	GCF_902509015.1	PRJNA224116	SAMEA6099522	CABWWF000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP170	ZKP170	latest	Scaffold	Major	Full	2019/12/18	ZKP170	ZHEJIANG UNIVERSITY	GCA_902509015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/015/GCF_902509015.1_ZKP170			na	Klebsiella pneumoniae	NZ_CABWWF010000001.1	Klebsiella pneumoniae strain ZKP170 isolate ZKP170, whole genome shotgun sequence	GCF_902509015.1_ZKP170_genomic.fna.gz 	GCF_902509015.1	11	2	GCF_902/GCF_902509015.1_ZKP170_genomic.h5	5357
Klebsiella pneumoniae	ZKP3	Patric (diseases)		573.0	K. pneumoniae	GCA_902509035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/035/GCA_902509035.1_ZKP3	Pathogenic	GCF_902509035.1	PRJNA224116	SAMEA6099466	CABWWH000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP3	ZKP3	latest	Scaffold	Major	Full	2019/12/18	ZKP3	ZHEJIANG UNIVERSITY	GCA_902509035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/035/GCF_902509035.1_ZKP3			na	Klebsiella pneumoniae	NZ_CABWWH010000001.1	Klebsiella pneumoniae strain ZKP3 isolate ZKP3, whole genome shotgun sequence	GCF_902509035.1_ZKP3_genomic.fna.gz 	GCF_902509035.1	11	2	GCF_902/GCF_902509035.1_ZKP3_genomic.h5	5500
Klebsiella pneumoniae	ZKP7	Patric (diseases)		573.0	K. pneumoniae	GCA_902509075.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/075/GCA_902509075.1_ZKP7	Pathogenic	GCF_902509075.1	PRJNA224116	SAMEA6099469	CABWWO000000000.1	na	244366	244366	Klebsiella variicola	strain=ZKP7	ZKP7	latest	Scaffold	Major	Full	2019/12/18	ZKP7	ZHEJIANG UNIVERSITY	GCA_902509075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/075/GCF_902509075.1_ZKP7			na	Klebsiella variicola	NZ_CABWWO010000001.1	Klebsiella variicola strain ZKP7 isolate ZKP7, whole genome shotgun sequence	GCF_902509075.1_ZKP7_genomic.fna.gz 	GCF_902509075.1	11	2	GCF_902/GCF_902509075.1_ZKP7_genomic.h5	6275
Klebsiella pneumoniae	ZKP161	Patric (diseases)		573.0	K. pneumoniae	GCA_902509085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/085/GCA_902509085.1_ZKP161	Pathogenic	GCF_902509085.1	PRJNA224116	SAMEA6099514	CABWWK000000000.1	na	1463165	1463165	Klebsiella quasipneumoniae	strain=ZKP161	ZKP161	latest	Scaffold	Major	Full	2019/12/18	ZKP161	ZHEJIANG UNIVERSITY	GCA_902509085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/085/GCF_902509085.1_ZKP161			na	Klebsiella quasipneumoniae	NZ_CABWWK010000001.1	Klebsiella quasipneumoniae strain ZKP161 isolate ZKP161, whole genome shotgun sequence	GCF_902509085.1_ZKP161_genomic.fna.gz 	GCF_902509085.1	11	2	GCF_902/GCF_902509085.1_ZKP161_genomic.h5	5020
Klebsiella pneumoniae	ZKP4	Patric (diseases)		573.0	K. pneumoniae	GCA_902509095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/095/GCA_902509095.1_ZKP4	Pathogenic	GCF_902509095.1	PRJNA224116	SAMEA6099467	CABWWN000000000.1	na	244366	244366	Klebsiella variicola	strain=ZKP4	ZKP4	latest	Scaffold	Major	Full	2019/12/18	ZKP4	ZHEJIANG UNIVERSITY	GCA_902509095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/095/GCF_902509095.1_ZKP4			na	Klebsiella variicola	NZ_CABWWN010000001.1	Klebsiella variicola strain ZKP4 isolate ZKP4, whole genome shotgun sequence	GCF_902509095.1_ZKP4_genomic.fna.gz 	GCF_902509095.1	11	2	GCF_902/GCF_902509095.1_ZKP4_genomic.h5	6123
Klebsiella pneumoniae	ZKP103	Patric (diseases)		573.0	K. pneumoniae	GCA_902509115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/115/GCA_902509115.1_ZKP103	Pathogenic	GCF_902509115.1	PRJNA224116	SAMEA6099473	CABWWD000000000.1	na	244366	244366	Klebsiella variicola	strain=ZKP103	ZKP103	latest	Scaffold	Major	Full	2019/12/18	ZKP103	ZHEJIANG UNIVERSITY	GCA_902509115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/115/GCF_902509115.1_ZKP103			na	Klebsiella variicola	NZ_CABWWD010000001.1	Klebsiella variicola strain ZKP103 isolate ZKP103, whole genome shotgun sequence	GCF_902509115.1_ZKP103_genomic.fna.gz 	GCF_902509115.1	11	2	GCF_902/GCF_902509115.1_ZKP103_genomic.h5	5389
Klebsiella pneumoniae	ZKP5	Patric (diseases)		573.0	K. pneumoniae	GCA_902509125.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/125/GCA_902509125.1_ZKP5	Pathogenic	GCF_902509125.1	PRJNA224116	SAMEA6099468	CABWWQ000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP5	ZKP5	latest	Scaffold	Major	Full	2019/12/18	ZKP5	ZHEJIANG UNIVERSITY	GCA_902509125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/125/GCF_902509125.1_ZKP5			na	Klebsiella pneumoniae	NZ_CABWWQ010000001.1	Klebsiella pneumoniae strain ZKP5 isolate ZKP5, whole genome shotgun sequence	GCF_902509125.1_ZKP5_genomic.fna.gz 	GCF_902509125.1	11	2	GCF_902/GCF_902509125.1_ZKP5_genomic.h5	5788
Klebsiella pneumoniae	ZKP180	Patric (diseases)		573.0	K. pneumoniae	GCA_902509225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/225/GCA_902509225.1_ZKP180	Pathogenic	GCF_902509225.1	PRJNA224116	SAMEA6099529	CABWWZ000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP180	ZKP180	latest	Scaffold	Major	Full	2019/12/18	ZKP180	ZHEJIANG UNIVERSITY	GCA_902509225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/225/GCF_902509225.1_ZKP180			na	Klebsiella pneumoniae	NZ_CABWWZ010000001.1	Klebsiella pneumoniae strain ZKP180 isolate ZKP180, whole genome shotgun sequence	GCF_902509225.1_ZKP180_genomic.fna.gz 	GCF_902509225.1	11	2	GCF_902/GCF_902509225.1_ZKP180_genomic.h5	5461
Klebsiella pneumoniae	ZKP174	Patric (diseases)		573.0	K. pneumoniae	GCA_902509255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/255/GCA_902509255.1_ZKP174	Pathogenic	GCF_902509255.1	PRJNA224116	SAMEA6099525	CABWXC000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP174	ZKP174	latest	Scaffold	Major	Full	2019/12/18	ZKP174	ZHEJIANG UNIVERSITY	GCA_902509255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/255/GCF_902509255.1_ZKP174			na	Klebsiella pneumoniae	NZ_CABWXC010000001.1	Klebsiella pneumoniae strain ZKP174 isolate ZKP174, whole genome shotgun sequence	GCF_902509255.1_ZKP174_genomic.fna.gz 	GCF_902509255.1	11	2	GCF_902/GCF_902509255.1_ZKP174_genomic.h5	5661
Klebsiella pneumoniae	ZKP205	Patric (diseases)		573.0	K. pneumoniae	GCA_902509335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/335/GCA_902509335.1_ZKP205	Pathogenic	GCF_902509335.1	PRJNA224116	SAMEA6099549	CABWXU000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP205	ZKP205	latest	Scaffold	Major	Full	2019/12/18	ZKP205	ZHEJIANG UNIVERSITY	GCA_902509335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/335/GCF_902509335.1_ZKP205			na	Klebsiella pneumoniae	NZ_CABWXU010000001.1	Klebsiella pneumoniae strain ZKP205 isolate ZKP205, whole genome shotgun sequence	GCF_902509335.1_ZKP205_genomic.fna.gz 	GCF_902509335.1	11	2	GCF_902/GCF_902509335.1_ZKP205_genomic.h5	5390
Klebsiella pneumoniae	ZKP199	Patric (diseases)		573.0	K. pneumoniae	GCA_902509375.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/375/GCA_902509375.1_ZKP199	Pathogenic	GCF_902509375.1	PRJNA224116	SAMEA6099545	CABWXJ000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP199	ZKP199	latest	Scaffold	Major	Full	2019/12/18	ZKP199	ZHEJIANG UNIVERSITY	GCA_902509375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/375/GCF_902509375.1_ZKP199			na	Klebsiella pneumoniae	NZ_CABWXJ010000001.1	Klebsiella pneumoniae strain ZKP199 isolate ZKP199, whole genome shotgun sequence	GCF_902509375.1_ZKP199_genomic.fna.gz 	GCF_902509375.1	11	2	GCF_902/GCF_902509375.1_ZKP199_genomic.h5	5184
Klebsiella pneumoniae	ZKP196	Patric (diseases)		573.0	K. pneumoniae	GCA_902509385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/385/GCA_902509385.1_ZKP196	Pathogenic	GCF_902509385.1	PRJNA224116	SAMEA6099542	CABWXN000000000.1	na	573	573	Klebsiella pneumoniae	strain=ZKP196	ZKP196	latest	Scaffold	Major	Full	2019/12/18	ZKP196	ZHEJIANG UNIVERSITY	GCA_902509385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/385/GCF_902509385.1_ZKP196			na	Klebsiella pneumoniae	NZ_CABWXN010000001.1	Klebsiella pneumoniae strain ZKP196 isolate ZKP196, whole genome shotgun sequence	GCF_902509385.1_ZKP196_genomic.fna.gz 	GCF_902509385.1	11	2	GCF_902/GCF_902509385.1_ZKP196_genomic.h5	5152
Staphylococcus epidermidis	Se_BPH0723	Patric (diseases)		1282.0	S. epidermidis	GCA_902509515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/509/515/GCA_902509515.1_Se_BPH0723	Pathogenic	GCF_902509515.1	PRJNA224116	SAMEA3712754		na	1282	1282	Staphylococcus epidermidis	strain=none	Se_BPH0723	latest	Complete Genome	Major	Full	2019/11/25	Se_BPH0723	UNIVERSITY OF MELBOURNE	GCA_902509515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/509/515/GCF_902509515.1_Se_BPH0723			na	Staphylococcus epidermidis	NZ_LR735437.1	Staphylococcus epidermidis strain none isolate Se_BPH0723 chromosome 1	GCF_902509515.1_Se_BPH0723_genomic.fna.gz 	GCF_902509515.1	303	1	GCF_902/GCF_902509515.1_Se_BPH0723_genomic.h5	2384
Pseudomonas aeruginosa	99	NCBI	NCBIPathogenDBB	287.0	P. aeruginosa	GCA_902632995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/632/995/GCA_902632995.1_BS3318	Pathogenic	GCF_902632995.1	PRJNA224116	SAMEA6109555	CACPEP000000000.1	na	287	287	Pseudomonas aeruginosa	strain=99	99	latest	Contig	Major	Full	2020/02/28	BS3318	bioMerieux - La Balme-Les Grottes	GCA_902632995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/632/995/GCF_902632995.1_BS3318			na	Pseudomonas aeruginosa	NZ_CACPEP010000001.1	Pseudomonas aeruginosa strain 99 isolate 99, whole genome shotgun sequence	GCF_902632995.1_BS3318_genomic.fna.gz 	GCF_902632995.1	3	4	GCF_902/GCF_902632995.1_BS3318_genomic.h5	5855
Klebsiella pneumoniae	Kpn01734	NCBI	NCBIPathogenDBB	244366.0	K. pneumoniae	GCA_902702985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/702/985/GCA_902702985.1_Kpn01734	Pathogenic	GCF_902702985.1	PRJNA224116	SAMEA5988755	CACRXS000000000.1	na	244366	244366	Klebsiella variicola	strain=Kpn01734	Kpn01734	latest	Contig	Major	Full	2019/11/26	Kpn01734	Universitaetsklinikum Freiburg	GCA_902702985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/702/985/GCF_902702985.1_Kpn01734			na	Klebsiella variicola	NZ_CACRXS010000001.1	Klebsiella variicola strain Kpn01734 isolate Kpn01734, whole genome shotgun sequence	GCF_902702985.1_Kpn01734_genomic.fna.gz 	GCF_902702985.1	11	2	GCF_902/GCF_902702985.1_Kpn01734_genomic.h5	5218
Escherichia coli	Eco04570	NCBI	NCBIPathogenDBB	562.0	E. coli	GCA_902703155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/703/155/GCA_902703155.1_Eco04570	Pathogenic	GCF_902703155.1	PRJNA224116	SAMEA5988742	CACRYI000000000.1	na	562	562	Escherichia coli	strain=Eco04570	Eco04570	latest	Contig	Major	Full	2019/11/26	Eco04570	Universitaetsklinikum Freiburg	GCA_902703155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/703/155/GCF_902703155.1_Eco04570			na	Escherichia coli	NZ_CACRYI010000001.1	Escherichia coli strain Eco04570 isolate Eco04570, whole genome shotgun sequence	GCF_902703155.1_Eco04570_genomic.fna.gz 	GCF_902703155.1	9	5	GCF_902/GCF_902703155.1_Eco04570_genomic.h5	5093
